Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
cp_Bar5 cont.,05:40,0.9394
cp_Bar5 cont.,05:45,0.9394
cp_Bar5 cont.,05:50,0.9394
cp_Bar5 cont.,05:55,0.9394
cp_Bar5 cont.,06:00,0.9394
cp_Bar5 cont.,06:05,0.9394
Rebalancing,06:10,0.8788
Rebalancing,06:15,0.8182
6 cont.,06:20,0.8042
6 cont.,06:25,0.7902
6 cont.,06:30,0.7762
6 cont.,06:35,0.7622
6 cont.,06:40,0.7482
6 cont.,06:45,0.7342
6 cont.,06:50,0.7202
6 cont.,06:55,0.7061999999999999
6 cont.,07:00,0.6921999999999999
6 cont.,07:05,0.6781999999999999
6 cont.,07:10,0.6641999999999999
6 cont.,07:15,0.6501999999999999
6 cont.,07:20,0.6361999999999999
6 cont.,07:25,0.6221999999999999
6 cont.,07:30,0.6081999999999999
phi_CQ4,07:35,0.7361999999999999
phi_CQ4,07:40,0.8641999999999999
phi_CQ4,07:45,0.9921999999999999
5 cont.,07:50,0.9861999999999999
5 cont.,07:55,0.9801999999999998
5 cont.,08:00,0.9741999999999998
5 cont.,08:05,0.9681999999999998
5 cont.,08:10,0.9621999999999998
5 cont.,08:15,0.9561999999999998
5 cont.,08:20,0.9501999999999998
5 cont.,08:25,0.9441999999999998
5 cont.,08:30,0.9381999999999998
5 cont.,08:35,0.9321999999999998
phi_CQ2,08:40,1.0
phi_CQ2,08:45,1.0
6 cont.,08:50,0.986
6 cont.,08:55,0.972
6 cont.,09:00,0.958
6 cont.,09:05,0.944
6 cont.,09:10,0.9299999999999999
6 cont.,09:15,0.9159999999999999
6 cont.,09:20,0.9019999999999999
6 cont.,09:25,0.8879999999999999
6 cont.,09:30,0.8739999999999999
6 cont.,09:35,0.8599999999999999
6 cont.,09:40,0.8459999999999999
6 cont.,09:45,0.8319999999999999
6 cont.,09:50,0.8179999999999998
6 cont.,09:55,0.8039999999999998
6 cont.,10:00,0.7899999999999998
3 cont.,10:05,0.7549999999999998
3 cont.,10:10,0.7199999999999998
3 cont.,10:15,0.6849999999999997
3 cont.,10:20,0.6499999999999997
3 cont.,10:25,0.6149999999999997
3 cont.,10:30,0.5799999999999996
phi_CQ5,10:35,0.7079999999999996
phi_CQ4,10:40,0.8359999999999996
phi_CQ4,10:45,0.9639999999999996
cp_CQ3 cont.,10:50,0.9639999999999996
cp_CQ3 cont.,10:55,0.9639999999999996
cp_CQ3 cont.,11:00,0.9639999999999996
cp_CQ3 cont.,11:05,0.9639999999999996
cp_CQ3 cont.,11:10,0.9639999999999996
cp_CQ3 cont.,11:15,0.9639999999999996
CQ1,11:20,0.9639999999999996
phi_CQ2,11:25,1.0
phi_CQ2,11:30,1.0
