Vessel,Time,Value
V16,05:30,0.9697
V16,05:35,0.9393999999999998
V16,05:40,0.9090999999999996
V16,05:45,0.8787999999999994
V16,05:50,0.8484999999999991
V16,05:55,0.8181999999999989
V16,06:00,0.7878999999999987
V16,06:05,0.7575999999999985
V16,06:10,0.7272999999999983
V16,06:15,0.6969999999999981
V16,06:20,0.6666999999999978
V16,06:25,0.778897508
V16,06:30,0.9060975079999996
V16,06:35,0.8785254459999996
V16,06:40,0.8509533839999996
V16,06:45,0.8233813219999997
V16,06:50,0.8233813219999997
V16,06:55,0.8233813219999997
V16,07:00,0.8233813219999997
V16,07:05,0.7958092599999997
V16,07:10,0.7682371979999998
V16,07:15,0.7682371979999998
V16,07:20,0.7522345239999998
V16,07:25,0.7362318499999998
V16,07:30,0.7202291759999998
V16,07:35,0.7042265019999998
V16,07:40,0.6882238279999998
V16,07:45,0.6722211539999998
V16,07:50,0.6722211539999998
V16,07:55,0.6722211539999998
V16,08:00,0.6722211539999998
V16,08:05,0.6562184799999998
V16,08:10,0.6402158059999998
V16,08:15,0.6242131319999998
V16,08:20,0.6082104579999998
V16,08:25,0.6082104579999998
V16,08:30,0.7354104579999998
V16,08:35,0.7078383959999999
V16,08:40,0.6802663339999999
V16,08:45,0.652694272
V16,08:50,0.652694272
V16,08:55,0.652694272
V16,09:00,0.652694272
V16,09:05,0.62512221
V16,09:10,0.5975501480000001
V16,09:15,0.5975501480000001
V16,09:20,0.724750148
V16,09:25,0.851950148
V16,09:30,0.851950148
V16,09:35,0.812844576
V16,09:40,0.7737390040000001
V16,09:45,0.7346334320000001
V16,09:50,0.6955278600000001
V16,09:55,0.656422288
V16,10:00,0.656422288
V16,10:05,0.656422288
V16,10:10,0.656422288
V16,10:15,0.617316716
V16,10:20,0.5782111440000001
V16,10:25,0.5391055720000001
V16,10:30,0.5
V16,10:35,0.5
V16,10:40,0.6272000000000001
V16,10:45,0.5606
V16,10:50,0.5303
V16,10:55,0.5
V16,11:00,0.5
V16,11:05,0.5
V16,11:10,0.5
V16,11:15,0.5
V16,11:20,0.5
V16,11:25,0.5
