Vessel,Task,Wharf,Time
V12,Charging,CQ5,05:40-05:45
V13,Crew Break,CQ5,05:40-06:10
V12,Charging,CQ5,05:45-05:50
V12,Charging,CQ5,05:50-05:55
V15,Crew Break,CQ5,05:55-06:25
V2,F8 - Cockatoo Island,CQ5,06:15-06:16
V6,Charging,CQ5,06:25-06:30
V17,Charging,CQ5,06:40-06:45
V4,F8 - Cockatoo Island,CQ5,06:45-06:46
V17,Charging,CQ5,06:45-06:50
V17,Charging,CQ5,06:50-06:55
V1,F5 - Neutral Bay,CQ5,06:57-07:00
V11,F7 - Double Bay,CQ5,07:02-07:05
V11,F8 - Cockatoo Island,CQ5,07:15-07:16
V5,Charging,CQ5,07:25-07:30
V10,F5 - Neutral Bay,CQ5,07:27-07:30
V9,F8 - Cockatoo Island,CQ5,07:45-07:46
V14,Charging,CQ5,07:50-07:55
V4,Charging,CQ5,08:00-08:05
V10,F8 - Cockatoo Island,CQ5,08:15-08:16
V5,Charging,CQ5,08:25-08:30
V2,F8 - Cockatoo Island,CQ5,08:45-08:46
V16,F9 - Rose Bay,CQ5,08:52-08:56
V1,Charging,CQ5,08:55-09:00
V3,Charging,CQ5,09:10-09:15
V7,F8 - Cockatoo Island,CQ5,09:15-09:16
V17,Charging,CQ5,09:40-09:45
V8,F8 - Cockatoo Island,CQ5,09:45-09:46
V1,Charging,CQ5,10:00-10:05
V9,F2 - Taronga Zoo (off peak),CQ5,10:11-10:15
V2,F5 - Neutral Bay,CQ5,10:27-10:30
V2,Charging,CQ5,10:30-10:35
V10,Crew Break,CQ5,10:35-11:05
V9,Charging,CQ5,11:10-11:15
V1,Charging,CQ5,11:15-11:20
V1,Charging,CQ5,11:20-11:25
V1,Charging,CQ5,11:25-11:30
