Vessel,Task,Wharf,Time
V3,Charging,Bar1,05:35-05:40
V9,Charging,Bar1,05:35-05:40
V6,Charging,Bar1,05:40-05:45
V2,Charging,Bar1,05:50-05:55
V1,Charging,Bar1,05:55-06:00
V7,Charging,Bar1,06:05-06:10
V18,Charging,Bar1,06:15-06:20
V12,Charging,Bar1,06:20-06:25
V8,Charging,Bar1,06:40-06:45
V8,Charging,Bar1,06:45-06:50
V19,Charging,Bar1,06:50-06:55
V10,Charging,Bar1,07:15-07:20
V9,Charging,Bar1,07:40-07:45
V9,Charging,Bar1,07:55-08:00
V5,Charging,Bar1,08:20-08:25
V14,Charging,Bar1,09:15-09:20
V15,Charging,Bar1,09:40-09:45
V10,Crew Break,Bar1,09:45-10:15
V7,Crew Break,Bar1,10:45-11:15
V18,Charging,Bar1,11:00-11:05
V1,Charging,Bar1,11:25-11:30
