Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9697
CQ3,05:40,0.9697
CQ3,05:45,0.9697
cp_CQ1 cont.,05:50,0.9697
cp_CQ1 cont.,05:55,0.9697
cp_CQ1 cont.,06:00,0.9697
cp_CQ1 cont.,06:05,0.9697
cp_CQ1 cont.,06:10,0.9697
cp_CQ1 cont.,06:15,0.9697
CQ3,06:20,0.9697
Rebalancing,06:25,0.9394
Rebalancing,06:30,0.9091
cp_Bar4 cont.,06:35,0.9091
cp_Bar4 cont.,06:40,0.9091
cp_Bar4 cont.,06:45,0.9091
cp_Bar4 cont.,06:50,0.9091
cp_Bar4 cont.,06:55,0.9091
cp_Bar4 cont.,07:00,0.9091
Bar4,07:05,0.9091
9 cont.,07:10,0.9011
9 cont.,07:15,0.8931
9 cont.,07:20,0.8851
9 cont.,07:25,0.8771
9 cont.,07:30,0.8691
9 cont.,07:35,0.8611
9 cont.,07:40,0.8531
9 cont.,07:45,0.8451
9 cont.,07:50,0.8371
9 cont.,07:55,0.8291
9 cont.,08:00,0.8210999999999999
9 cont.,08:05,0.8130999999999999
9 cont.,08:10,0.8050999999999999
9 cont.,08:15,0.7970999999999999
9 cont.,08:20,0.7890999999999999
9 cont.,08:25,0.7810999999999999
9 cont.,08:30,0.7730999999999999
9 cont.,08:35,0.7650999999999999
9 cont.,08:40,0.7570999999999999
9 cont.,08:45,0.7490999999999999
9 cont.,08:50,0.7410999999999999
9 cont.,08:55,0.7330999999999999
9 cont.,09:00,0.7250999999999999
9 cont.,09:05,0.7170999999999998
9 cont.,09:10,0.7090999999999998
9 cont.,09:15,0.7010999999999998
9 cont.,09:20,0.6930999999999998
9 cont.,09:25,0.6850999999999998
9 cont.,09:30,0.6770999999999998
9 cont.,09:35,0.6690999999999998
9 cont.,09:40,0.6610999999999998
9 cont.,09:45,0.6530999999999998
9 cont.,09:50,0.6450999999999998
9 cont.,09:55,0.6370999999999998
9 cont.,10:00,0.6290999999999998
9 cont.,10:05,0.6210999999999998
Bar4,10:10,0.6210999999999998
Bar4,10:15,0.6210999999999998
cp_Bar2 cont.,10:20,0.6210999999999998
cp_Bar2 cont.,10:25,0.6210999999999998
cp_Bar2 cont.,10:30,0.6210999999999998
cp_Bar2 cont.,10:35,0.6210999999999998
cp_Bar2 cont.,10:40,0.6210999999999998
cp_Bar2 cont.,10:45,0.6210999999999998
phi_Bar1,10:50,0.7490999999999998
phi_Bar1,10:55,0.8770999999999998
cp_Bar5 cont.,11:00,0.8770999999999998
cp_Bar5 cont.,11:05,0.8770999999999998
cp_Bar5 cont.,11:10,0.8770999999999998
cp_Bar5 cont.,11:15,0.8770999999999998
cp_Bar5 cont.,11:20,0.8770999999999998
cp_Bar5 cont.,11:25,0.8770999999999998
Bar5,11:30,0.8770999999999998
