Vessel,Time,Value
V13,05:30,0.9697
V13,05:35,0.9394
V13,05:40,0.9393999999999998
V13,05:45,0.9393999999999998
V13,05:50,0.9393999999999998
V13,05:55,0.9393999999999998
V13,06:00,0.9393999999999998
V13,06:05,0.9393999999999998
V13,06:10,0.9394
V13,06:15,0.922263938
V13,06:20,0.906261264
V13,06:25,0.89025859
V13,06:30,0.874255916
V13,06:35,0.858253242
V13,06:40,0.842250568
V13,06:45,0.826247894
V13,06:50,0.826247894
V13,06:55,0.826247894
V13,07:00,0.826247894
V13,07:05,0.81024522
V13,07:10,0.794242546
V13,07:15,0.778239872
V13,07:20,0.762237198
V13,07:25,0.7622371979999999
V13,07:30,0.8894371979999997
V13,07:35,0.8618651359999997
V13,07:40,0.8342930739999997
V13,07:45,0.8067210119999998
V13,07:50,0.8067210119999998
V13,07:55,0.8067210119999998
V13,08:00,0.8067210119999998
V13,08:05,0.7791489499999998
V13,08:10,0.7515768879999999
V13,08:15,0.7515768879999999
V13,08:20,0.7355742139999999
V13,08:25,0.7195715399999999
V13,08:30,0.7035688659999999
V13,08:35,0.6875661919999999
V13,08:40,0.6715635179999999
V13,08:45,0.6555608439999999
V13,08:50,0.6555608439999999
V13,08:55,0.6555608439999999
V13,09:00,0.6555608439999999
V13,09:05,0.6395581699999999
V13,09:10,0.6235554959999999
V13,09:15,0.6075528219999999
V13,09:20,0.5915501479999999
V13,09:25,0.5915501479999999
V13,09:30,0.7187501479999999
V13,09:35,0.6884501479999999
V13,09:40,0.6581501479999999
V13,09:45,0.7853501479999999
V13,09:50,0.912550148
V13,09:55,0.8822501479999999
V13,10:00,0.8519501479999998
V13,10:05,0.8128445759999998
V13,10:10,0.7737390039999998
V13,10:15,0.7346334319999999
V13,10:20,0.6955278599999999
V13,10:25,0.6564222879999999
V13,10:30,0.6564222879999999
V13,10:35,0.6564222879999999
V13,10:40,0.6564222879999999
V13,10:45,0.6173167159999999
V13,10:50,0.578211144
V13,10:55,0.539105572
V13,11:00,0.5
V13,11:05,0.5
V13,11:10,0.5606
V13,11:15,0.5303
V13,11:20,0.5
V13,11:25,0.5
